11:21:10 - 開始處理語言: zh-MO (包容關係相容版本)
11:21:10 - 跳過空白替換結果 - 公部門: 调整课堂内外时间，将学习的决定权从教师转移给学生，让学生成为学习的主体
11:21:10 - 跳過空白替換結果 - 培訓機構: 调整课堂内外时间，将学习的决定权从教师转移给学生，让学生成为学习的主体
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 调整课堂内外时间，将学习的决定权从教师转移给学生，让学生成为学习的主体
11:21:10 - 跳過空白替換結果 - 公部門: 调整课堂内外时间，将学习的决定权从教师转移给学生，让学生成为学习的主体
11:21:10 - 跳過空白替換結果 - 培訓機構: 调整课堂内外时间，将学习的决定权从教师转移给学生，让学生成为学习的主体
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 适用于个人老师学生，进行班级范围的课程教学和分享
11:21:10 - 跳過空白替換結果 - 公部門: 适用于个人老师学生，进行班级范围的课程教学和分享
11:21:10 - 跳過空白替換結果 - 培訓機構: 适用于个人老师学生，进行班级范围的课程教学和分享
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 适用于个人老师学生，进行班级范围的课程教学和分享
11:21:10 - 跳過空白替換結果 - 公部門: 适用于个人老师学生，进行班级范围的课程教学和分享
11:21:10 - 跳過空白替換結果 - 培訓機構: 适用于个人老师学生，进行班级范围的课程教学和分享
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 不限课程数和班级大小
11:21:10 - 跳過空白替換結果 - 公部門: 不限课程数和班级大小
11:21:10 - 跳過空白替換結果 - 培訓機構: 不限课程数和班级大小
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - 跳過空白替換結果 - 企業: 全天候专属助教客服
11:21:10 - 跳過空白替換結果 - 公部門: 全天候专属助教客服
11:21:10 - 跳過空白替換結果 - 培訓機構: 全天候专属助教客服
11:21:10 - 調試信息 - 敏感詞分類: 時間相關
11:21:10 - 跳過空白替換結果 - 企業: 選擇學年
11:21:10 - 跳過空白替換結果 - 公部門: 選擇學年
11:21:10 - 跳過空白替換結果 - 培訓機構: 選擇學年
11:21:10 - 調試信息 - 敏感詞分類: 時間相關
11:21:10 - 跳過空白替換結果 - 企業: 請先新增學年
11:21:10 - 跳過空白替換結果 - 公部門: 請先新增學年
11:21:10 - 跳過空白替換結果 - 培訓機構: 請先新增學年
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 課程還沒有學生
11:21:10 - 跳過空白替換結果 - 公部門: 課程還沒有學生
11:21:10 - 跳過空白替換結果 - 培訓機構: 課程還沒有學生
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 課程還沒有學生, 快
11:21:10 - 跳過空白替換結果 - 公部門: 課程還沒有學生, 快
11:21:10 - 跳過空白替換結果 - 培訓機構: 課程還沒有學生, 快
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 課程沒有學生
11:21:10 - 跳過空白替換結果 - 公部門: 課程沒有學生
11:21:10 - 跳過空白替換結果 - 培訓機構: 課程沒有學生
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 查看所有學生的考勤記錄
11:21:10 - 跳過空白替換結果 - 公部門: 查看所有學生的考勤記錄
11:21:10 - 跳過空白替換結果 - 培訓機構: 查看所有學生的考勤記錄
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - PO 更新 - 企業: 機構還沒有課程, 以教務身份開設課程 → 機構還沒有科目, 以2字錯的身份開設科目
11:21:10 - 跳過空白替換結果 - 公部門: 機構還沒有課程, 以教務身份開設課程
11:21:10 - 跳過空白替換結果 - 培訓機構: 機構還沒有課程, 以教務身份開設課程
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 還沒有學生加入到您的課程或班級
11:21:10 - 跳過空白替換結果 - 公部門: 還沒有學生加入到您的課程或班級
11:21:10 - 跳過空白替換結果 - 培訓機構: 還沒有學生加入到您的課程或班級
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 還沒有學生加入到您的課程或班級
11:21:10 - 跳過空白替換結果 - 公部門: 還沒有學生加入到您的課程或班級
11:21:10 - 跳過空白替換結果 - 培訓機構: 還沒有學生加入到您的課程或班級
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 共有{0}人參加到您的課程，{1}人加入到您的班級
11:21:10 - 跳過空白替換結果 - 公部門: 共有{0}人參加到您的課程，{1}人加入到您的班級
11:21:10 - 跳過空白替換結果 - 培訓機構: 共有{0}人參加到您的課程，{1}人加入到您的班級
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - PO 更新 - 企業: 還沒有課程, 以教務身份開設課程 → 還沒有科目, 以2字錯的身份開設科目
11:21:10 - 跳過空白替換結果 - 公部門: 還沒有課程, 以教務身份開設課程
11:21:10 - 跳過空白替換結果 - 培訓機構: 還沒有課程, 以教務身份開設課程
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 分組學習通過將課程的學生分成若干小組，實現分組作業、小組內資源共享等學習活動。老師可以在這裡輕鬆完成分組，指定小組組長，趕快來試試看吧!
11:21:10 - 跳過空白替換結果 - 公部門: 分組學習通過將課程的學生分成若干小組，實現分組作業、小組內資源共享等學習活動。老師可以在這裡輕鬆完成分組，指定小組組長，趕快來試試看吧!
11:21:10 - 跳過空白替換結果 - 培訓機構: 分組學習通過將課程的學生分成若干小組，實現分組作業、小組內資源共享等學習活動。老師可以在這裡輕鬆完成分組，指定小組組長，趕快來試試看吧!
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 該課程還沒有任何學生
11:21:10 - 跳過空白替換結果 - 公部門: 該課程還沒有任何學生
11:21:10 - 跳過空白替換結果 - 培訓機構: 該課程還沒有任何學生
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: Rubric（評分量規）是一個二位的評價表格，你可以用Rubric定義自己的評分規則，定義好的Rubric可以用於作業的評價和同學間的互評，讓評價有據可循，同時方便快捷。
11:21:10 - 跳過空白替換結果 - 公部門: Rubric（評分量規）是一個二位的評價表格，你可以用Rubric定義自己的評分規則，定義好的Rubric可以用於作業的評價和同學間的互評，讓評價有據可循，同時方便快捷。
11:21:10 - 跳過空白替換結果 - 培訓機構: Rubric（評分量規）是一個二位的評價表格，你可以用Rubric定義自己的評分規則，定義好的Rubric可以用於作業的評價和同學間的互評，讓評價有據可循，同時方便快捷。
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 班級設置
11:21:10 - 跳過空白替換結果 - 公部門: 班級設置
11:21:10 - 跳過空白替換結果 - 培訓機構: 班級設置
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 還沒有學生加入到您的課程
11:21:10 - 跳過空白替換結果 - 公部門: 還沒有學生加入到您的課程
11:21:10 - 跳過空白替換結果 - 培訓機構: 還沒有學生加入到您的課程
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 班级名称是必填项
11:21:10 - 跳過空白替換結果 - 公部門: 班级名称是必填项
11:21:10 - 跳過空白替換結果 - 培訓機構: 班级名称是必填项
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 影音觀看率指的是學生觀看完成的影音教材在該課程影音教材中所占的比例。
11:21:10 - 跳過空白替換結果 - 公部門: 影音觀看率指的是學生觀看完成的影音教材在該課程影音教材中所占的比例。
11:21:10 - 跳過空白替換結果 - 培訓機構: 影音觀看率指的是學生觀看完成的影音教材在該課程影音教材中所占的比例。
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 添加測試題目後, 該學習活動將轉換為互動教材, 確定添加題目嗎？
11:21:10 - 跳過空白替換結果 - 公部門: 添加測試題目後, 該學習活動將轉換為互動教材, 確定添加題目嗎？
11:21:10 - 跳過空白替換結果 - 培訓機構: 添加測試題目後, 該學習活動將轉換為互動教材, 確定添加題目嗎？
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 選擇「允許」後，學生將可下載發布後的即時討論錄影檔案
11:21:10 - 跳過空白替換結果 - 公部門: 選擇「允許」後，學生將可下載發布後的即時討論錄影檔案
11:21:10 - 跳過空白替換結果 - 培訓機構: 選擇「允許」後，學生將可下載發布後的即時討論錄影檔案
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 導航項目禁用，則課程內頁導航菜單將不顯示該項，可能會導致正要訪問這些頁面的學生被指向至公告頁
11:21:10 - 跳過空白替換結果 - 公部門: 導航項目禁用，則課程內頁導航菜單將不顯示該項，可能會導致正要訪問這些頁面的學生被指向至公告頁
11:21:10 - 跳過空白替換結果 - 培訓機構: 導航項目禁用，則課程內頁導航菜單將不顯示該項，可能會導致正要訪問這些頁面的學生被指向至公告頁
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 随堂测试活动尚未开启给学生，开启后学生可在app中参与答题
11:21:10 - 跳過空白替換結果 - 公部門: 随堂测试活动尚未开启给学生，开启后学生可在app中参与答题
11:21:10 - 跳過空白替換結果 - 培訓機構: 随堂测试活动尚未开启给学生，开启后学生可在app中参与答题
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 随堂测试活动尚未开启给学生，开启后学生可在app中参与答题
11:21:10 - 跳過空白替換結果 - 公部門: 随堂测试活动尚未开启给学生，开启后学生可在app中参与答题
11:21:10 - 跳過空白替換結果 - 培訓機構: 随堂测试活动尚未开启给学生，开启后学生可在app中参与答题
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 随堂测试活动正在进行中，学生可在app中参与答题
11:21:10 - 跳過空白替換結果 - 公部門: 随堂测试活动正在进行中，学生可在app中参与答题
11:21:10 - 跳過空白替換結果 - 培訓機構: 随堂测试活动正在进行中，学生可在app中参与答题
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 开启后，将不能再调整“答题控制方式”和“测试题目”，确定要开启该活动吗？学生将在app中看到活动并参与答题。
11:21:10 - 跳過空白替換結果 - 公部門: 开启后，将不能再调整“答题控制方式”和“测试题目”，确定要开启该活动吗？学生将在app中看到活动并参与答题。
11:21:10 - 跳過空白替換結果 - 培訓機構: 开启后，将不能再调整“答题控制方式”和“测试题目”，确定要开启该活动吗？学生将在app中看到活动并参与答题。
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 随堂测试已开放给学生，可逐一开启题目给学生作答
11:21:10 - 跳過空白替換結果 - 公部門: 随堂测试已开放给学生，可逐一开启题目给学生作答
11:21:10 - 跳過空白替換結果 - 培訓機構: 随堂测试已开放给学生，可逐一开启题目给学生作答
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 随堂测试已开放给学生，可逐一开启题目给学生作答
11:21:10 - 跳過空白替換結果 - 公部門: 随堂测试已开放给学生，可逐一开启题目给学生作答
11:21:10 - 跳過空白替換結果 - 培訓機構: 随堂测试已开放给学生，可逐一开启题目给学生作答
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 教学反馈活动尚未开启给学生，开启后学生可在app中参与反馈
11:21:10 - 跳過空白替換結果 - 公部門: 教学反馈活动尚未开启给学生，开启后学生可在app中参与反馈
11:21:10 - 跳過空白替換結果 - 培訓機構: 教学反馈活动尚未开启给学生，开启后学生可在app中参与反馈
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 教学反馈活动尚未开启给学生，开启后学生可在app中参与反馈
11:21:10 - 跳過空白替換結果 - 公部門: 教学反馈活动尚未开启给学生，开启后学生可在app中参与反馈
11:21:10 - 跳過空白替換結果 - 培訓機構: 教学反馈活动尚未开启给学生，开启后学生可在app中参与反馈
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 教学反馈活动正在进行中，学生可在app中参与反馈
11:21:10 - 跳過空白替換結果 - 公部門: 教学反馈活动正在进行中，学生可在app中参与反馈
11:21:10 - 跳過空白替換結果 - 培訓機構: 教学反馈活动正在进行中，学生可在app中参与反馈
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 开启后，学生将在app中看到活动并参与反馈。
11:21:10 - 跳過空白替換結果 - 公部門: 开启后，学生将在app中看到活动并参与反馈。
11:21:10 - 跳過空白替換結果 - 培訓機構: 开启后，学生将在app中看到活动并参与反馈。
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 教師發布作業後，學生對該作業的繳交記錄與得分
11:21:10 - 跳過空白替換結果 - 公部門: 教師發布作業後，學生對該作業的繳交記錄與得分
11:21:10 - 跳過空白替換結果 - 培訓機構: 教師發布作業後，學生對該作業的繳交記錄與得分
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 教師發布線上測驗後，學生對該測驗的繳交記錄與得分
11:21:10 - 跳過空白替換結果 - 公部門: 教師發布線上測驗後，學生對該測驗的繳交記錄與得分
11:21:10 - 跳過空白替換結果 - 培訓機構: 教師發布線上測驗後，學生對該測驗的繳交記錄與得分
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - 警告: 替換結果中仍包含敏感詞 - 企業: 本課程大綱同步自教務系統，請至教務系統編輯內容
11:21:10 - PO 更新 - 企業: 本課程大綱同步自教務系統，請至教務系統編輯內容 → 本科目大綱同步自2字錯的系統，請至教務系統編輯內容
11:21:10 - 跳過空白替換結果 - 公部門: 本課程大綱同步自教務系統，請至教務系統編輯內容
11:21:10 - 跳過空白替換結果 - 培訓機構: 本課程大綱同步自教務系統，請至教務系統編輯內容
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - 警告: 替換結果中仍包含敏感詞 - 企業: 本課程大綱同步自教務系統，請至教務系統編輯內容
11:21:10 - PO 更新 - 企業: 本課程大綱同步自教務系統，請至教務系統編輯內容 → 本科目大綱同步自教務系統，請至2字錯的系統編輯內容
11:21:10 - 跳過空白替換結果 - 公部門: 本課程大綱同步自教務系統，請至教務系統編輯內容
11:21:10 - 跳過空白替換結果 - 培訓機構: 本課程大綱同步自教務系統，請至教務系統編輯內容
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 份數必須大於0且小於學生人數
11:21:10 - 跳過空白替換結果 - 公部門: 份數必須大於0且小於學生人數
11:21:10 - 跳過空白替換結果 - 培訓機構: 份數必須大於0且小於學生人數
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - PO 更新 - 企業: 課程代碼 {} ，教務系統查無指定課程資訊 → 科目代碼 {} ，2字錯的系統查無指定課程資訊
11:21:10 - 跳過空白替換結果 - 公部門: 課程代碼 {} ，教務系統查無指定課程資訊
11:21:10 - 跳過空白替換結果 - 培訓機構: 課程代碼 {} ，教務系統查無指定課程資訊
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 总学生数
11:21:10 - 跳過空白替換結果 - 公部門: 总学生数
11:21:10 - 跳過空白替換結果 - 培訓機構: 总学生数
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 请确保在测试开始时间前，已经完成组卷工作，否则学生将无法正常参与考试
11:21:10 - 跳過空白替換結果 - 公部門: 请确保在测试开始时间前，已经完成组卷工作，否则学生将无法正常参与考试
11:21:10 - 跳過空白替換結果 - 培訓機構: 请确保在测试开始时间前，已经完成组卷工作，否则学生将无法正常参与考试
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 请确保在测试开放时间前，已经完成组卷工作，否则学生将无法正常参与考试
11:21:10 - 跳過空白替換結果 - 公部門: 请确保在测试开放时间前，已经完成组卷工作，否则学生将无法正常参与考试
11:21:10 - 跳過空白替換結果 - 培訓機構: 请确保在测试开放时间前，已经完成组卷工作，否则学生将无法正常参与考试
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 如果设定了统计周期，则统计该周期内新增的教师数、学生数、课程数、各种学习活动数、各种资源数
11:21:10 - 跳過空白替換結果 - 公部門: 如果设定了统计周期，则统计该周期内新增的教师数、学生数、课程数、各种学习活动数、各种资源数
11:21:10 - 跳過空白替換結果 - 培訓機構: 如果设定了统计周期，则统计该周期内新增的教师数、学生数、课程数、各种学习活动数、各种资源数
11:21:10 - 調試信息 - 敏感詞分類: 時間相關
11:21:10 - 跳過空白替換結果 - 企業: 本學期教務系統開課
11:21:10 - 跳過空白替換結果 - 公部門: 本學期教務系統開課
11:21:10 - 跳過空白替換結果 - 培訓機構: 本學期教務系統開課
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - PO 更新 - 企業: 本學期教務系統開課 → 本學期2字錯的系統開課
11:21:10 - 跳過空白替換結果 - 公部門: 本學期教務系統開課
11:21:10 - 跳過空白替換結果 - 培訓機構: 本學期教務系統開課
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 溫馨提醒：如有學生發生「無帳號」問題，請學生先至LDAP綁定後再進行開課
11:21:10 - 跳過空白替換結果 - 公部門: 溫馨提醒：如有學生發生「無帳號」問題，請學生先至LDAP綁定後再進行開課
11:21:10 - 跳過空白替換結果 - 培訓機構: 溫馨提醒：如有學生發生「無帳號」問題，請學生先至LDAP綁定後再進行開課
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 溫馨提醒：如有學生發生「無帳號」問題，請學生先至LDAP綁定後再進行開課
11:21:10 - 跳過空白替換結果 - 公部門: 溫馨提醒：如有學生發生「無帳號」問題，請學生先至LDAP綁定後再進行開課
11:21:10 - 跳過空白替換結果 - 培訓機構: 溫馨提醒：如有學生發生「無帳號」問題，請學生先至LDAP綁定後再進行開課
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 請勾選該課程下要開課的班級
11:21:10 - 跳過空白替換結果 - 公部門: 請勾選該課程下要開課的班級
11:21:10 - 跳過空白替換結果 - 培訓機構: 請勾選該課程下要開課的班級
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - PO 更新 - 企業: 教務系統開課 → 2字錯的系統開課
11:21:10 - 跳過空白替換結果 - 公部門: 教務系統開課
11:21:10 - 跳過空白替換結果 - 培訓機構: 教務系統開課
11:21:10 - 調試信息 - 敏感詞分類: 時間相關
11:21:10 - 跳過空白替換結果 - 企業: 該類目下已關聯學期，不能刪除
11:21:10 - 跳過空白替換結果 - 公部門: 該類目下已關聯學期，不能刪除
11:21:10 - 跳過空白替換結果 - 培訓機構: 該類目下已關聯學期，不能刪除
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 已選擇 {0} 名學生，系統將會自動覆蓋已有成績
11:21:10 - 跳過空白替換結果 - 公部門: 已選擇 {0} 名學生，系統將會自動覆蓋已有成績
11:21:10 - 跳過空白替換結果 - 培訓機構: 已選擇 {0} 名學生，系統將會自動覆蓋已有成績
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 確定后系統將給已選學生發送測試補考通知
11:21:10 - 跳過空白替換結果 - 公部門: 確定后系統將給已選學生發送測試補考通知
11:21:10 - 跳過空白替換結果 - 培訓機構: 確定后系統將給已選學生發送測試補考通知
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 提醒：通过该链接加入直播的人员，其身份将是参会者而非主持人。
11:21:10 - 跳過空白替換結果 - 公部門: 提醒：通过该链接加入直播的人员，其身份将是参会者而非主持人。
11:21:10 - 跳過空白替換結果 - 培訓機構: 提醒：通过该链接加入直播的人员，其身份将是参会者而非主持人。
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 提醒：开启后，学生答题时将受防作弊规则限制。同时，建议您将允许尝试次数设置为1次
11:21:10 - 跳過空白替換結果 - 公部門: 提醒：开启后，学生答题时将受防作弊规则限制。同时，建议您将允许尝试次数设置为1次
11:21:10 - 跳過空白替換結果 - 培訓機構: 提醒：开启后，学生答题时将受防作弊规则限制。同时，建议您将允许尝试次数设置为1次
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 提醒：关闭后，学生可灵活选择电脑端或手机端考试。
11:21:10 - 跳過空白替換結果 - 公部門: 提醒：关闭后，学生可灵活选择电脑端或手机端考试。
11:21:10 - 跳過空白替換結果 - 培訓機構: 提醒：关闭后，学生可灵活选择电脑端或手机端考试。
11:21:10 - 調試信息 - 敏感詞分類: 學員相關
11:21:10 - 跳過空白替換結果 - 企業: 行政班级
11:21:10 - 跳過空白替換結果 - 公部門: 行政班级
11:21:10 - 跳過空白替換結果 - 培訓機構: 行政班级
11:21:10 - 調試信息 - 敏感詞分類: 時間相關
11:21:10 - 跳過空白替換結果 - 企業: 學年代碼未填寫
11:21:10 - 跳過空白替換結果 - 公部門: 學年代碼未填寫
11:21:10 - 跳過空白替換結果 - 培訓機構: 學年代碼未填寫
11:21:10 - 調試信息 - 敏感詞分類: 時間相關
11:21:10 - 跳過空白替換結果 - 企業: 學期代碼未填寫
11:21:10 - 跳過空白替換結果 - 公部門: 學期代碼未填寫
11:21:10 - 跳過空白替換結果 - 培訓機構: 學期代碼未填寫
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - 警告: 替換結果中仍包含敏感詞 - 企業: 教务处教务科
11:21:10 - PO 更新 - 企業: 教务处教务科 → 2字錯的處教務科
11:21:10 - 跳過空白替換結果 - 公部門: 教务处教务科
11:21:10 - 跳過空白替換結果 - 培訓機構: 教务处教务科
11:21:10 - 調試信息 - 敏感詞分類: 師資相關
11:21:10 - 警告: 替換結果中仍包含敏感詞 - 企業: 教务处教务科
11:21:10 - PO 更新 - 企業: 教务处教务科 → 教務處2字錯的科
11:21:10 - 跳過空白替換結果 - 公部門: 教务处教务科
11:21:11 - 跳過空白替換結果 - 培訓機構: 教务处教务科
11:21:11 - 調試信息 - 敏感詞分類: 師資相關
11:21:11 - PO 更新 - 企業: 教务处信息化管理科 → 2字錯的處信息化管理科
11:21:11 - 跳過空白替換結果 - 公部門: 教务处信息化管理科
11:21:11 - 跳過空白替換結果 - 培訓機構: 教务处信息化管理科
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: 开启在线监考后，学生只能通过电脑端作答。是否开启？
11:21:11 - 跳過空白替換結果 - 公部門: 开启在线监考后，学生只能通过电脑端作答。是否开启？
11:21:11 - 跳過空白替換結果 - 培訓機構: 开启在线监考后，学生只能通过电脑端作答。是否开启？
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: 开启自动评分并选择评分规则后，会在讨论活动结束后自动为参与者评分，评分总分上限为100分。
11:21:11 - 跳過空白替換結果 - 公部門: 开启自动评分并选择评分规则后，会在讨论活动结束后自动为参与者评分，评分总分上限为100分。
11:21:11 - 跳過空白替換結果 - 培訓機構: 开启自动评分并选择评分规则后，会在讨论活动结束后自动为参与者评分，评分总分上限为100分。
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: 开启在线监考后，学生只能通过电脑端作答
11:21:11 - 跳過空白替換結果 - 公部門: 开启在线监考后，学生只能通过电脑端作答
11:21:11 - 跳過空白替換結果 - 培訓機構: 开启在线监考后，学生只能通过电脑端作答
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: 已有学生完成课程中学习活动，无法修改发布状态
11:21:11 - 跳過空白替換結果 - 公部門: 已有学生完成课程中学习活动，无法修改发布状态
11:21:11 - 跳過空白替換結果 - 培訓機構: 已有学生完成课程中学习活动，无法修改发布状态
11:21:11 - 調試信息 - 敏感詞分類: 時間相關
11:21:11 - 跳過空白替換結果 - 企業: 学年学期代码
11:21:11 - 跳過空白替換結果 - 公部門: 学年学期代码
11:21:11 - 跳過空白替換結果 - 培訓機構: 学年学期代码
11:21:11 - 調試信息 - 敏感詞分類: 時間相關
11:21:11 - 跳過空白替換結果 - 企業: 学年学期代码
11:21:11 - 跳過空白替換結果 - 公部門: 学年学期代码
11:21:11 - 跳過空白替換結果 - 培訓機構: 学年学期代码
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: 学生学号
11:21:11 - 跳過空白替換結果 - 公部門: 学生学号
11:21:11 - 跳過空白替換結果 - 培訓機構: 学生学号
11:21:11 - 調試信息 - 敏感詞分類: 師資相關
11:21:11 - PO 更新 - 企業: 按教务模板 → 按2字錯的模板
11:21:11 - 跳過空白替換結果 - 公部門: 按教务模板
11:21:11 - 跳過空白替換結果 - 培訓機構: 按教务模板
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: Student
11:21:11 - 跳過空白替換結果 - 公部門: Student
11:21:11 - 跳過空白替換結果 - 培訓機構: Student
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: studentName
11:21:11 - 跳過空白替換結果 - 公部門: studentName
11:21:11 - 跳過空白替換結果 - 培訓機構: studentName
11:21:11 - 調試信息 - 敏感詞分類: 師資相關
11:21:11 - JSON 更新 - 企業: EducationalAdmin → 這是對的
11:21:11 - 跳過空白替換結果 - 公部門: EducationalAdmin
11:21:11 - 跳過空白替換結果 - 培訓機構: EducationalAdmin
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: management.statistic.posted_by_student
11:21:11 - 跳過空白替換結果 - 公部門: management.statistic.posted_by_student
11:21:11 - 跳過空白替換結果 - 培訓機構: management.statistic.posted_by_student
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: management.statistic.replied_by_student
11:21:11 - 跳過空白替換結果 - 公部門: management.statistic.replied_by_student
11:21:11 - 跳過空白替換結果 - 培訓機構: management.statistic.replied_by_student
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: management.stat.department.studentDepartmentName
11:21:11 - 跳過空白替換結果 - 公部門: management.stat.department.studentDepartmentName
11:21:11 - 跳過空白替換結果 - 培訓機構: management.stat.department.studentDepartmentName
11:21:11 - 調試信息 - 敏感詞分類: 學員相關
11:21:11 - 跳過空白替換結果 - 企業: management.stat.department.departmentAttendance
11:21:11 - 跳過空白替換結果 - 公部門: management.stat.department.departmentAttendance
